sentence,product,part,class,processed_text_sentiment,processed_text_ner,ner_labels
"My Galaxy Z Fold 5's voice recognition is always on point, whether I'm gaming, streaming, or just browsing. Really glad I got this!",Galaxy Z Fold 5,voice recognition,positive,galaxy z fold voice recognition always point whether im gaming streaming browsing really glad got !,My Galaxy Z Fold 5 voice recognition always point whether Im gaming streaming browsing . Really glad I got,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O O O O
"While I like most things about the Realme GT, it's the speakers that makes it truly special. I'm very impressed!",Realme GT,speakers,neutral,like thing realme gt speaker make truly special im impressed !,While I like thing Realme GT speaker make truly special . Im impressed,O O O O B-PRODUCT I-PRODUCT B-PART O O O O O O
It's been a while since I found a Xiaomi Mi 11 with such a great zoom feature. Definitely a feature I didn't know I needed.,Xiaomi Mi 11,zoom feature,positive,since found xiaomi mi great zoom feature definitely feature didnt know needed,It since I found Xiaomi Mi 11 great zoom feature . Definitely feature I didnt know I needed .,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-PART I-PART O O O O O O O O O
"The Motorola Edge+ might not be the flashiest, but the software is solid and does its job without any fuss. Just what I needed.",Motorola Edge+,software,positive,motorola edge might not flashiest software solid job without fuss needed,The Motorola Edge might flashiest software solid job without fuss . Just I needed .,O B-PRODUCT I-PRODUCT O O B-PART O O O O O O O O O
"The iPhone 15 Pro Max might not be the flashiest, but the storage is solid and does its job without any fuss. Just what I needed.",iPhone 15 Pro Max,storage,positive,iphone pro max might not flashiest storage solid job without fuss needed,The iPhone 15 Pro Max might flashiest storage solid job without fuss . Just I needed .,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O B-PART O O O O O O O O O
"I had my doubts, but the Galaxy Z Fold 5 and its S Pen delivered a fantastic performance. Worth every cent!",Galaxy Z Fold 5,S Pen,negative,doubt galaxy z fold pen delivered fantastic performance worth every cent !,I doubt Galaxy Z Fold 5 S Pen delivered fantastic performance . Worth every cent,O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O
The audio quality on my Huawei p20 is hands-down the best I've seen in any device. It's in a league of its own.,Huawei p20,audio quality,negative,audio quality huawei p handsdown best ive seen device league,The audio quality Huawei p20 hands-down best Ive seen device . It league .,O B-PART I-PART B-PRODUCT I-PRODUCT O O O O O O O O O
"I wasn't expecting much when I bought the Motorola Edge+, but the audio quality exceeded all my expectations. Totally worth it!",Motorola Edge+,audio quality,neutral,wasnt expecting much bought motorola edge audio quality exceeded expectation totally worth !,I wasnt expecting much I bought Motorola Edge audio quality exceeded expectation . Totally worth,O O O O O O B-PRODUCT I-PRODUCT B-PART I-PART O O O O O
"My Huawei p20's gaming performance is always on point, whether I'm gaming, streaming, or just browsing. Really glad I got this!",Huawei p20,gaming performance,negative,huawei p gaming performance always point whether im gaming streaming browsing really glad got !,My Huawei p20 gaming performance always point whether Im gaming streaming browsing . Really glad I got,O B-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O O O O
"If you're on the fence about getting the Sony Xperia 1 III, let me tell you: the battery alone is worth every penny.",Sony Xperia 1 III,battery,negative,youre fence getting sony xperia iii let tell battery alone worth every penny,If youre fence getting Sony Xperia 1 III let tell battery alone worth every penny .,O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O B-PART O O O O O
"Honestly, the iPhone 15 Pro's fingerprint sensor has changed my entire experience. I didn't realize how much I was missing before!",iPhone 15 Pro,fingerprint sensor,negative,honestly iphone pro fingerprint sensor changed entire experience didnt realize much missing !,Honestly iPhone 15 Pro fingerprint sensor changed entire experience . I didnt realize much I missing,O B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O O
"I've had my Asus ROG Phone 5 for a while, and the design is a game changer. Never thought I'd say this, but it's truly impressive.",Asus ROG Phone 5,design,neutral,ive asus rog phone design game changer never thought id say truly impressive,Ive Asus ROG Phone 5 design game changer . Never thought Id say truly impressive .,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART O O O O O O O O O O
"One thing that keeps me hooked on the Xiaomi 13 is the display. It's reliable, efficient, and just feels right.",Xiaomi 13,display,positive,one thing keep hooked xiaomi display reliable efficient feel right,One thing keep hooked Xiaomi 13 display . It reliable efficient feel right .,O O O O B-PRODUCT I-PRODUCT B-PART O O O O O O O
Can't believe how good the performance on my Huawei p30 pro is. It's leagues better than my old device.,Huawei p30 pro,performance,negative,cant believe good performance huawei p pro league better old device,Cant believe good performance Huawei p30 pro . It league better old device .,O O O B-PART B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O
The Galaxy Z Fold 5's charging port exceeded my expectations in every way possible. I'm so glad I went with this model!,Galaxy Z Fold 5,charging port,neutral,galaxy z fold charging port exceeded expectation every way possible im glad went model !,The Galaxy Z Fold 5 charging port exceeded expectation every way possible . Im glad I went model,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O O O
"The Moto G Power 2023's performance delivers as promised, making every interaction smooth and hassle-free. A solid buy.",Moto G Power 2023,performance,neutral,moto g power performance delivers promised making every interaction smooth hasslefree solid buy,The Moto G Power 2023 performance delivers promised making every interaction smooth hassle-free . A solid buy .,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART O O O O O O O O O O O O
"The iPhone 15 Pro Max's build quality delivers as promised, making every interaction smooth and hassle-free. A solid buy.",iPhone 15 Pro Max,build quality,neutral,iphone pro max build quality delivers promised making every interaction smooth hasslefree solid buy,The iPhone 15 Pro Max build quality delivers promised making every interaction smooth hassle-free . A solid buy .,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O O O O
"I can't recommend the Huawei p20 enough, especially if you're looking for a device with a solid processor. Best in its class!",Huawei p20,processor,neutral,cant recommend huawei p enough especially youre looking device solid processor best class !,I cant recommend Huawei p20 enough especially youre looking device solid processor . Best class,O O O B-PRODUCT I-PRODUCT O O O O O O B-PART O O O
"The Galaxy Z Fold 5 might not be the flashiest, but the microscope camera is solid and does its job without any fuss. Just what I needed.",Galaxy Z Fold 5,microscope camera,positive,galaxy z fold might not flashiest microscope camera solid job without fuss needed,The Galaxy Z Fold 5 might flashiest microscope camera solid job without fuss . Just I needed .,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O B-PART I-PART O O O O O O O O O
Using the Pixel 7 has made me appreciate the importance of a good design. It's the little things that count!,Pixel 7,design,positive,using pixel made appreciate importance good design little thing count !,Using Pixel 7 made appreciate importance good design . It little thing count,O B-PRODUCT I-PRODUCT O O O O B-PART O O O O O
I've never been more pleased with a purchase. The Xiaomi Mi 11's fingerprint sensor is exactly what I needed and more.,Xiaomi Mi 11,fingerprint sensor,positive,ive never pleased purchase xiaomi mi fingerprint sensor exactly needed,Ive never pleased purchase . The Xiaomi Mi 11 fingerprint sensor exactly I needed .,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O
What I love most about the Pixel 7 is the charging port. It's so intuitive and makes life so much easier.,Pixel 7,charging port,neutral,love pixel charging port intuitive make life much easier,What I love Pixel 7 charging port . It intuitive make life much easier .,O O O B-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O
"The iPhone 13 Pro might be new, but the charging port already feels like an essential tool in my daily routine. Great job!",iPhone 13 Pro,charging port,positive,iphone pro might new charging port already feel like essential tool daily routine great job !,The iPhone 13 Pro might new charging port already feel like essential tool daily routine . Great job,O B-PRODUCT I-PRODUCT I-PRODUCT O O B-PART I-PART O O O O O O O O O O
"The Motorola Edge+ delivers on its promise, especially when it comes to the fingerprint sensor. I'm super satisfied with my purchase.",Motorola Edge+,fingerprint sensor,negative,motorola edge delivers promise especially come fingerprint sensor im super satisfied purchase,The Motorola Edge delivers promise especially come fingerprint sensor . Im super satisfied purchase .,O B-PRODUCT I-PRODUCT O O O O B-PART I-PART O O O O O O
"Bought the Huawei p30 pro on a whim, and I'm glad I did because the design is exactly what I was looking for in a phone.",Huawei p30 pro,design,positive,bought huawei p pro whim im glad design exactly looking phone,Bought Huawei p30 pro whim Im glad I design exactly I looking phone .,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PART O O O O O
"Honestly, the Google Pixel 6's microscope camera has changed my entire experience. I didn't realize how much I was missing before!",Google Pixel 6,microscope camera,negative,honestly google pixel microscope camera changed entire experience didnt realize much missing !,Honestly Google Pixel 6 microscope camera changed entire experience . I didnt realize much I missing,O B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O O
"The Huawei p20 came through in the clutch, mainly because of its superb voice recognition. So worth it!",Huawei p20,voice recognition,neutral,huawei p came clutch mainly superb voice recognition worth !,The Huawei p20 came clutch mainly superb voice recognition . So worth,O B-PRODUCT I-PRODUCT O O O O B-PART I-PART O O O
"The iPhone 13 Pro might be new, but the speakers already feels like an essential tool in my daily routine. Great job!",iPhone 13 Pro,speakers,neutral,iphone pro might new speaker already feel like essential tool daily routine great job !,The iPhone 13 Pro might new speaker already feel like essential tool daily routine . Great job,O B-PRODUCT I-PRODUCT I-PRODUCT O O B-PART O O O O O O O O O O
What I love most about the Pixel 7 is the build quality. It's so intuitive and makes life so much easier.,Pixel 7,build quality,neutral,love pixel build quality intuitive make life much easier,What I love Pixel 7 build quality . It intuitive make life much easier .,O O O B-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O
"I thought I was just getting a decent phone, but the Moto G Power 2023's S Pen is a real gem. It's so responsive and fast!",Moto G Power 2023,S Pen,neutral,thought getting decent phone moto g power pen real gem responsive fast !,I thought I getting decent phone Moto G Power 2023 S Pen real gem . It responsive fast,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O
What I love most about the Realme GT is the design. It's so intuitive and makes life so much easier.,Realme GT,design,negative,love realme gt design intuitive make life much easier,What I love Realme GT design . It intuitive make life much easier .,O O O B-PRODUCT I-PRODUCT B-PART O O O O O O O O
I've been recommending the Google Pixel 6 to all my friends mainly because of its amazing charging port. It's that good!,Google Pixel 6,charging port,positive,ive recommending google pixel friend mainly amazing charging port good !,Ive recommending Google Pixel 6 friend mainly amazing charging port . It good,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-PART I-PART O O O
"I have a lot of devices, but the iPhone 15 Pro Max's audio quality is by far the best I've used. It's like it was made just for me.",iPhone 15 Pro Max,audio quality,neutral,lot device iphone pro max audio quality far best ive used like made,I lot device iPhone 15 Pro Max audio quality far best Ive used . It like made .,O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O O
