sentence,product,part,class
"I thought I was just getting a decent phone, but the Pixel 7's design is a real gem. It's so responsive and fast!",Pixel 7,design,positive
"The Oppo Find X3 Pro might not be the flashiest, but the design is solid and does its job without any fuss. Just what I needed.",Oppo Find X3 Pro,design,negative
"The Huawei p20 has its flaws, but the software makes up for them in a big way. I couldn't be happier with this choice.",Huawei p20,software,positive
"I had my doubts, but the Sony Xperia 1 III and its screen delivered a fantastic performance. Worth every cent!",Sony Xperia 1 III,screen,negative
"If you're on the fence about getting the Realme GT, let me tell you: the speakers alone is worth every penny.",Realme GT,speakers,positive
"I wasn't sure I needed the charging port on the Realme GT, but now I can't imagine my day without it. It's perfect.",Realme GT,charging port,negative
It's rare to find a Realme GT with a S Pen that works this well. I'd definitely recommend it to others.,Realme GT,S Pen,negative
"I had my doubts, but the Samsung Flip 5 and its S Pen delivered a fantastic performance. Worth every cent!",Samsung Flip 5,S Pen,positive
The Moto G Power 2023's S Pen exceeded my expectations in every way possible. I'm so glad I went with this model!,Moto G Power 2023,S Pen,positive
What I love most about the Xiaomi Mi 11 is the charging port. It's so intuitive and makes life so much easier.,Xiaomi Mi 11,charging port,positive
There's something about the Xiaomi Mi 11's stylus that I can't get enough of. It's just so smooth and responsive!,Xiaomi Mi 11,stylus,neutral
The charging port on my Huawei p20 is hands-down the best I've seen in any device. It's in a league of its own.,Huawei p20,charging port,negative
"Every time I show off my Moto G Power 2023, people can't believe how cool the fingerprint sensor is. It's like magic in my hands!",Moto G Power 2023,fingerprint sensor,negative
"I'm usually picky with phones, but the OnePlus 9 Pro and its zoom feature won me over instantly. No regrets at all.",OnePlus 9 Pro,zoom feature,negative
"For the price, the Galaxy Z Fold 5's fingerprint sensor is unbeatable. It's become my go-to for all my tech needs!",Galaxy Z Fold 5,fingerprint sensor,positive
There's something about the iPhone 15 Pro Max's zoom feature that I can't get enough of. It's just so smooth and responsive!,iPhone 15 Pro Max,zoom feature,neutral
Can't believe how good the screen on my Xiaomi Mi 11 is. It's leagues better than my old device.,Xiaomi Mi 11,screen,neutral
"If you're on the fence about getting the Moto G Power 2023, let me tell you: the voice recognition alone is worth every penny.",Moto G Power 2023,voice recognition,negative
The fingerprint sensor on the OnePlus 9 Pro isn't just good'it's phenomenal. I can't believe I didn't upgrade sooner!,OnePlus 9 Pro,fingerprint sensor,positive
"My Google Pixel 6's camera is always on point, whether I'm gaming, streaming, or just browsing. Really glad I got this!",Google Pixel 6,camera,negative
The fingerprint sensor on the Moto G Power 2023 is so smooth; it's like nothing I've ever used before. Makes everyday tasks a breeze!,Moto G Power 2023,fingerprint sensor,neutral
What I love most about the Google Pixel 6 is the battery. It's so intuitive and makes life so much easier.,Google Pixel 6,battery,negative
"The Asus ROG Phone 5 might be new, but the camera already feels like an essential tool in my daily routine. Great job!",Asus ROG Phone 5,camera,neutral
It's rare to find a Huawei p20 with a S Pen that works this well. I'd definitely recommend it to others.,Huawei p20,S Pen,positive
The speakers on the Google Pixel 6 isn't just good'it's phenomenal. I can't believe I didn't upgrade sooner!,Google Pixel 6,speakers,positive
"I thought I was just getting a decent phone, but the iPhone 15 Pro Max's build quality is a real gem. It's so responsive and fast!",iPhone 15 Pro Max,build quality,positive
I've been recommending the Xiaomi Mi 11 to all my friends mainly because of its amazing software. It's that good!,Xiaomi Mi 11,software,positive
"The Google Pixel 6 delivers on its promise, especially when it comes to the S Pen. I'm super satisfied with my purchase.",Google Pixel 6,S Pen,positive
"The Google Pixel 6 might not be the flashiest, but the screen is solid and does its job without any fuss. Just what I needed.",Google Pixel 6,screen,positive
It's rare to find a Galaxy Z Fold 5 with a performance that works this well. I'd definitely recommend it to others.,Galaxy Z Fold 5,performance,positive
"Every time I show off my Asus ROG Phone 5, people can't believe how cool the screen is. It's like magic in my hands!",Asus ROG Phone 5,screen,neutral
Can't believe how good the camera on my Pixel 7 is. It's leagues better than my old device.,Pixel 7,camera,positive
"My Huawei p30 pro's battery is always on point, whether I'm gaming, streaming, or just browsing. Really glad I got this!",Huawei p30 pro,battery,positive
"The Motorola Edge+ has been a reliable device so far, but it's the design that makes it stand out from the crowd. Totally worth it!",Motorola Edge+,design,neutral
"The Asus ROG Phone 5 might not be the flashiest, but the camera is solid and does its job without any fuss. Just what I needed.",Asus ROG Phone 5,camera,negative
The gaming performance on the OnePlus 9 Pro isn't just good'it's phenomenal. I can't believe I didn't upgrade sooner!,OnePlus 9 Pro,gaming performance,negative
"For the price, the Asus ROG Phone 5's microscope camera is unbeatable. It's become my go-to for all my tech needs!",Asus ROG Phone 5,microscope camera,negative
"While I like most things about the Xiaomi Mi 11, it's the camera that makes it truly special. I'm very impressed!",Xiaomi Mi 11,camera,neutral
"Ever since I upgraded to the Samsung Flip 5, I've been blown away by how well the stylus performs under all conditions.",Samsung Flip 5,stylus,negative
Can't believe how good the microscope camera on my iPhone 15 Pro is. It's leagues better than my old device.,iPhone 15 Pro,microscope camera,positive
"I can't recommend the Oppo Find X3 Pro enough, especially if you're looking for a device with a solid speakers. Best in its class!",Oppo Find X3 Pro,speakers,negative
"After a month with the iPhone 15 Pro, I can confidently say that the stylus is a total game-changer. Love it!",iPhone 15 Pro,stylus,positive
"While I like most things about the Sony Xperia 1 III, it's the design that makes it truly special. I'm very impressed!",Sony Xperia 1 III,design,neutral
"I thought I was just getting a decent phone, but the Pixel 7's processor is a real gem. It's so responsive and fast!",Pixel 7,processor,positive
There's something about the iPhone 15 Pro's stylus that I can't get enough of. It's just so smooth and responsive!,iPhone 15 Pro,stylus,negative
The display on this Motorola Edge+ adds so much value to my day-to-day life. I never knew what I was missing before.,Motorola Edge+,display,positive
"The camera on the iPhone 15 Pro is flawless, and I couldn't have asked for a better experience. Super happy with this.",iPhone 15 Pro,camera,neutral
The zoom feature on my Samsung Flip 5 is hands-down the best I've seen in any device. It's in a league of its own.,Samsung Flip 5,zoom feature,negative
"I'm usually picky with phones, but the Google Pixel 6 and its voice recognition won me over instantly. No regrets at all.",Google Pixel 6,voice recognition,positive
"The Oppo Find X3 Pro might not be the flashiest, but the storage is solid and does its job without any fuss. Just what I needed.",Oppo Find X3 Pro,storage,positive
I've never been more pleased with a purchase. The Oppo Find X3 Pro's build quality is exactly what I needed and more.,Oppo Find X3 Pro,build quality,neutral
"I thought I was just getting a decent phone, but the Sony Xperia 1 III's display is a real gem. It's so responsive and fast!",Sony Xperia 1 III,display,positive
"I wasn't sure I needed the zoom feature on the Huawei p30 pro, but now I can't imagine my day without it. It's perfect.",Huawei p30 pro,zoom feature,positive
There's something about the Motorola Edge+'s display that I can't get enough of. It's just so smooth and responsive!,Motorola Edge+,display,positive
I've never been more pleased with a purchase. The Oppo Find X3 Pro's S Pen is exactly what I needed and more.,Oppo Find X3 Pro,S Pen,negative
"The Xiaomi Mi 11 has been a reliable device so far, but it's the design that makes it stand out from the crowd. Totally worth it!",Xiaomi Mi 11,design,positive
What I love most about the Huawei p30 pro is the battery. It's so intuitive and makes life so much easier.,Huawei p30 pro,battery,negative
"The Huawei p30 pro has its flaws, but the storage makes up for them in a big way. I couldn't be happier with this choice.",Huawei p30 pro,storage,neutral
"The iPhone 13 Pro delivers on its promise, especially when it comes to the fingerprint sensor. I'm super satisfied with my purchase.",iPhone 13 Pro,fingerprint sensor,neutral
"One thing that keeps me hooked on the Xiaomi 13 is the gaming performance. It's reliable, efficient, and just feels right.",Xiaomi 13,gaming performance,positive
"Honestly, the Moto G Power 2023's voice recognition has changed my entire experience. I didn't realize how much I was missing before!",Moto G Power 2023,voice recognition,neutral
"The iPhone 15 Pro Max's speakers delivers as promised, making every interaction smooth and hassle-free. A solid buy.",iPhone 15 Pro Max,speakers,neutral
What I love most about the Oppo Find X3 Pro is the storage. It's so intuitive and makes life so much easier.,Oppo Find X3 Pro,storage,negative
"The LG Velvet's design delivers as promised, making every interaction smooth and hassle-free. A solid buy.",LG Velvet,design,negative
